ID;Commute Distance;Region;Purchased Bike;;ID,Commute Distance,Region,Purchased Bike;ID,Commute Distance,Region,Purchased Bike;;;;;
24201;0-1 Miles;Europe;Yes;;24201,0-1 Miles,Europe,Yes;24201,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""24201"" }},";"{""data"": { ""id"":""24201"" }},"
20625;10+ Miles;Pacific;Yes;;20625,10+ Miles,Pacific,Yes;20625,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""20625"" }},";"{""data"": { ""id"":""20625"" }},"
16390;0-1 Miles;Europe;Yes;;16390,0-1 Miles,Europe,Yes;16390,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""16390"" }},";"{""data"": { ""id"":""16390"" }},"
14804;0-1 Miles;Europe;No;;14804,0-1 Miles,Europe,No;14804,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""14804"" }},";"{""data"": { ""id"":""14804"" }},"
12629;0-1 Miles;Europe;No;;12629,0-1 Miles,Europe,No;12629,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12629"" }},";"{""data"": { ""id"":""12629"" }},"
14696;0-1 Miles;Europe;No;;14696,0-1 Miles,Europe,No;14696,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""14696"" }},";"{""data"": { ""id"":""14696"" }},"
22005;5-10 Miles;Pacific;No;;22005,5-10 Miles,Pacific,No;22005,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""22005"" }},";"{""data"": { ""id"":""22005"" }},"
14544;0-1 Miles;Europe;No;;14544,0-1 Miles,Europe,No;14544,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""14544"" }},";"{""data"": { ""id"":""14544"" }},"
14312;5-10 Miles;Pacific;No;;14312,5-10 Miles,Pacific,No;14312,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""14312"" }},";"{""data"": { ""id"":""14312"" }},"
29120;2-5 Miles;Pacific;No;;29120,2-5 Miles,Pacific,No;29120,2-5 Miles,Pacific,No;;;;"{""data"": { ""id"":""29120"" }},";"{""data"": { ""id"":""29120"" }},"
24187;0-1 Miles;Europe;Yes;;24187,0-1 Miles,Europe,Yes;24187,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""24187"" }},";"{""data"": { ""id"":""24187"" }},"
15758;5-10 Miles;Pacific;No;;15758,5-10 Miles,Pacific,No;15758,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""15758"" }},";"{""data"": { ""id"":""15758"" }},"
29094;5-10 Miles;Pacific;Yes;;29094,5-10 Miles,Pacific,Yes;29094,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""29094"" }},";"{""data"": { ""id"":""29094"" }},"
28319;0-1 Miles;Pacific;Yes;;28319,0-1 Miles,Pacific,Yes;28319,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""28319"" }},";"{""data"": { ""id"":""28319"" }},"
16406;0-1 Miles;Europe;Yes;;16406,0-1 Miles,Europe,Yes;16406,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""16406"" }},";"{""data"": { ""id"":""16406"" }},"
20923;0-1 Miles;Europe;Yes;;20923,0-1 Miles,Europe,Yes;20923,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""20923"" }},";"{""data"": { ""id"":""20923"" }},"
11378;2-5 Miles;Europe;Yes;;11378,2-5 Miles,Europe,Yes;11378,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""11378"" }},";"{""data"": { ""id"":""11378"" }},"
20851;2-5 Miles;Europe;Yes;;20851,2-5 Miles,Europe,Yes;20851,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""20851"" }},";"{""data"": { ""id"":""20851"" }},"
21557;10+ Miles;Pacific;Yes;;21557,10+ Miles,Pacific,Yes;21557,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""21557"" }},";"{""data"": { ""id"":""21557"" }},"
26663;0-1 Miles;Pacific;Yes;;26663,0-1 Miles,Pacific,Yes;26663,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""26663"" }},";"{""data"": { ""id"":""26663"" }},"
11896;2-5 Miles;Pacific;Yes;;11896,2-5 Miles,Pacific,Yes;11896,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""11896"" }},";"{""data"": { ""id"":""11896"" }},"
14189;2-5 Miles;Europe;Yes;;14189,2-5 Miles,Europe,Yes;14189,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""14189"" }},";"{""data"": { ""id"":""14189"" }},"
13136;5-10 Miles;Pacific;No;;13136,5-10 Miles,Pacific,No;13136,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""13136"" }},";"{""data"": { ""id"":""13136"" }},"
25906;1-2 Miles;Pacific;No;;25906,1-2 Miles,Pacific,No;25906,1-2 Miles,Pacific,No;;;;"{""data"": { ""id"":""25906"" }},";"{""data"": { ""id"":""25906"" }},"
17926;0-1 Miles;Pacific;Yes;;17926,0-1 Miles,Pacific,Yes;17926,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""17926"" }},";"{""data"": { ""id"":""17926"" }},"
26928;0-1 Miles;Europe;Yes;;26928,0-1 Miles,Europe,Yes;26928,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""26928"" }},";"{""data"": { ""id"":""26928"" }},"
20897;0-1 Miles;Europe;No;;20897,0-1 Miles,Europe,No;20897,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20897"" }},";"{""data"": { ""id"":""20897"" }},"
28207;0-1 Miles;Pacific;Yes;;28207,0-1 Miles,Pacific,Yes;28207,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""28207"" }},";"{""data"": { ""id"":""28207"" }},"
25923;5-10 Miles;Pacific;No;;25923,5-10 Miles,Pacific,No;25923,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""25923"" }},";"{""data"": { ""id"":""25923"" }},"
11000;1-2 Miles;Pacific;Yes;;11000,1-2 Miles,Pacific,Yes;11000,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""11000"" }},";"{""data"": { ""id"":""11000"" }},"
20974;0-1 Miles;Europe;No;;20974,0-1 Miles,Europe,No;20974,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20974"" }},";"{""data"": { ""id"":""20974"" }},"
28758;1-2 Miles;Europe;Yes;;28758,1-2 Miles,Europe,Yes;28758,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""28758"" }},";"{""data"": { ""id"":""28758"" }},"
11381;2-5 Miles;Europe;Yes;;11381,2-5 Miles,Europe,Yes;11381,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""11381"" }},";"{""data"": { ""id"":""11381"" }},"
17522;2-5 Miles;Pacific;No;;17522,2-5 Miles,Pacific,No;17522,2-5 Miles,Pacific,No;;;;"{""data"": { ""id"":""17522"" }},";"{""data"": { ""id"":""17522"" }},"
21207;5-10 Miles;Pacific;No;;21207,5-10 Miles,Pacific,No;21207,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""21207"" }},";"{""data"": { ""id"":""21207"" }},"
28102;5-10 Miles;Pacific;Yes;;28102,5-10 Miles,Pacific,Yes;28102,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""28102"" }},";"{""data"": { ""id"":""28102"" }},"
23105;5-10 Miles;Pacific;Yes;;23105,5-10 Miles,Pacific,Yes;23105,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""23105"" }},";"{""data"": { ""id"":""23105"" }},"
18740;0-1 Miles;Pacific;Yes;;18740,0-1 Miles,Pacific,Yes;18740,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""18740"" }},";"{""data"": { ""id"":""18740"" }},"
21213;5-10 Miles;Pacific;No;;21213,5-10 Miles,Pacific,No;21213,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""21213"" }},";"{""data"": { ""id"":""21213"" }},"
17352;5-10 Miles;Pacific;Yes;;17352,5-10 Miles,Pacific,Yes;17352,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""17352"" }},";"{""data"": { ""id"":""17352"" }},"
14154;0-1 Miles;Europe;Yes;;14154,0-1 Miles,Europe,Yes;14154,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""14154"" }},";"{""data"": { ""id"":""14154"" }},"
19066;10+ Miles;Europe;No;;19066,10+ Miles,Europe,No;19066,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""19066"" }},";"{""data"": { ""id"":""19066"" }},"
11386;0-1 Miles;Europe;No;;11386,0-1 Miles,Europe,No;11386,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""11386"" }},";"{""data"": { ""id"":""11386"" }},"
20228;2-5 Miles;Pacific;Yes;;20228,2-5 Miles,Pacific,Yes;20228,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""20228"" }},";"{""data"": { ""id"":""20228"" }},"
16675;0-1 Miles;Pacific;Yes;;16675,0-1 Miles,Pacific,Yes;16675,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""16675"" }},";"{""data"": { ""id"":""16675"" }},"
16410;0-1 Miles;Europe;Yes;;16410,0-1 Miles,Europe,Yes;16410,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""16410"" }},";"{""data"": { ""id"":""16410"" }},"
27760;0-1 Miles;Europe;Yes;;27760,0-1 Miles,Europe,Yes;27760,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""27760"" }},";"{""data"": { ""id"":""27760"" }},"
22930;1-2 Miles;Pacific;Yes;;22930,1-2 Miles,Pacific,Yes;22930,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""22930"" }},";"{""data"": { ""id"":""22930"" }},"
23780;0-1 Miles;Europe;Yes;;23780,0-1 Miles,Europe,Yes;23780,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""23780"" }},";"{""data"": { ""id"":""23780"" }},"
20994;0-1 Miles;Pacific;Yes;;20994,0-1 Miles,Pacific,Yes;20994,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""20994"" }},";"{""data"": { ""id"":""20994"" }},"
28379;0-1 Miles;Europe;No;;28379,0-1 Miles,Europe,No;28379,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""28379"" }},";"{""data"": { ""id"":""28379"" }},"
14865;1-2 Miles;Europe;No;;14865,1-2 Miles,Europe,No;14865,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""14865"" }},";"{""data"": { ""id"":""14865"" }},"
12663;10+ Miles;Europe;No;;12663,10+ Miles,Europe,No;12663,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""12663"" }},";"{""data"": { ""id"":""12663"" }},"
24898;10+ Miles;Pacific;No;;24898,10+ Miles,Pacific,No;24898,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""24898"" }},";"{""data"": { ""id"":""24898"" }},"
19508;0-1 Miles;Europe;No;;19508,0-1 Miles,Europe,No;19508,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""19508"" }},";"{""data"": { ""id"":""19508"" }},"
11489;1-2 Miles;Europe;Yes;;11489,1-2 Miles,Europe,Yes;11489,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""11489"" }},";"{""data"": { ""id"":""11489"" }},"
18160;5-10 Miles;Europe;Yes;;18160,5-10 Miles,Europe,Yes;18160,5-10 Miles,Europe,Yes;;;;"{""data"": { ""id"":""18160"" }},";"{""data"": { ""id"":""18160"" }},"
25241;5-10 Miles;Pacific;No;;25241,5-10 Miles,Pacific,No;25241,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""25241"" }},";"{""data"": { ""id"":""25241"" }},"
24369;0-1 Miles;Pacific;No;;24369,0-1 Miles,Pacific,No;24369,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""24369"" }},";"{""data"": { ""id"":""24369"" }},"
27165;0-1 Miles;Europe;No;;27165,0-1 Miles,Europe,No;27165,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""27165"" }},";"{""data"": { ""id"":""27165"" }},"
29424;0-1 Miles;Europe;No;;29424,0-1 Miles,Europe,No;29424,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""29424"" }},";"{""data"": { ""id"":""29424"" }},"
15926;5-10 Miles;Europe;Yes;;15926,5-10 Miles,Europe,Yes;15926,5-10 Miles,Europe,Yes;;;;"{""data"": { ""id"":""15926"" }},";"{""data"": { ""id"":""15926"" }},"
14554;0-1 Miles;Europe;No;;14554,0-1 Miles,Europe,No;14554,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""14554"" }},";"{""data"": { ""id"":""14554"" }},"
16468;2-5 Miles;Europe;No;;16468,2-5 Miles,Europe,No;16468,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""16468"" }},";"{""data"": { ""id"":""16468"" }},"
19174;2-5 Miles;Europe;Yes;;19174,2-5 Miles,Europe,Yes;19174,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""19174"" }},";"{""data"": { ""id"":""19174"" }},"
19183;1-2 Miles;Europe;No;;19183,1-2 Miles,Europe,No;19183,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""19183"" }},";"{""data"": { ""id"":""19183"" }},"
13683;2-5 Miles;Europe;No;;13683,2-5 Miles,Europe,No;13683,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""13683"" }},";"{""data"": { ""id"":""13683"" }},"
17848;2-5 Miles;Europe;Yes;;17848,2-5 Miles,Europe,Yes;17848,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""17848"" }},";"{""data"": { ""id"":""17848"" }},"
17894;0-1 Miles;Europe;Yes;;17894,0-1 Miles,Europe,Yes;17894,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""17894"" }},";"{""data"": { ""id"":""17894"" }},"
25651;0-1 Miles;Europe;Yes;;25651,0-1 Miles,Europe,Yes;25651,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25651"" }},";"{""data"": { ""id"":""25651"" }},"
22936;0-1 Miles;Pacific;Yes;;22936,0-1 Miles,Pacific,Yes;22936,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""22936"" }},";"{""data"": { ""id"":""22936"" }},"
23915;0-1 Miles;Europe;No;;23915,0-1 Miles,Europe,No;23915,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""23915"" }},";"{""data"": { ""id"":""23915"" }},"
24121;0-1 Miles;Europe;Yes;;24121,0-1 Miles,Europe,Yes;24121,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""24121"" }},";"{""data"": { ""id"":""24121"" }},"
27878;0-1 Miles;Pacific;Yes;;27878,0-1 Miles,Pacific,Yes;27878,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""27878"" }},";"{""data"": { ""id"":""27878"" }},"
13572;0-1 Miles;Europe;Yes;;13572,0-1 Miles,Europe,Yes;13572,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""13572"" }},";"{""data"": { ""id"":""13572"" }},"
27941;2-5 Miles;Europe;No;;27941,2-5 Miles,Europe,No;27941,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""27941"" }},";"{""data"": { ""id"":""27941"" }},"
26354;0-1 Miles;Europe;Yes;;26354,0-1 Miles,Europe,Yes;26354,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""26354"" }},";"{""data"": { ""id"":""26354"" }},"
14785;1-2 Miles;Europe;No;;14785,1-2 Miles,Europe,No;14785,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""14785"" }},";"{""data"": { ""id"":""14785"" }},"
17238;10+ Miles;Pacific;No;;17238,10+ Miles,Pacific,No;17238,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""17238"" }},";"{""data"": { ""id"":""17238"" }},"
23608;0-1 Miles;Europe;Yes;;23608,0-1 Miles,Europe,Yes;23608,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""23608"" }},";"{""data"": { ""id"":""23608"" }},"
22538;1-2 Miles;Europe;No;;22538,1-2 Miles,Europe,No;22538,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""22538"" }},";"{""data"": { ""id"":""22538"" }},"
12332;5-10 Miles;Europe;Yes;;12332,5-10 Miles,Europe,Yes;12332,5-10 Miles,Europe,Yes;;;;"{""data"": { ""id"":""12332"" }},";"{""data"": { ""id"":""12332"" }},"
17230;10+ Miles;Pacific;No;;17230,10+ Miles,Pacific,No;17230,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""17230"" }},";"{""data"": { ""id"":""17230"" }},"
13082;2-5 Miles;Pacific;Yes;;13082,2-5 Miles,Pacific,Yes;13082,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""13082"" }},";"{""data"": { ""id"":""13082"" }},"
22518;0-1 Miles;Europe;Yes;;22518,0-1 Miles,Europe,Yes;22518,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""22518"" }},";"{""data"": { ""id"":""22518"" }},"
13687;0-1 Miles;Europe;Yes;;13687,0-1 Miles,Europe,Yes;13687,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""13687"" }},";"{""data"": { ""id"":""13687"" }},"
23571;0-1 Miles;Pacific;Yes;;23571,0-1 Miles,Pacific,Yes;23571,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""23571"" }},";"{""data"": { ""id"":""23571"" }},"
19305;0-1 Miles;Europe;Yes;;19305,0-1 Miles,Europe,Yes;19305,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""19305"" }},";"{""data"": { ""id"":""19305"" }},"
22636;0-1 Miles;Europe;Yes;;22636,0-1 Miles,Europe,Yes;22636,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""22636"" }},";"{""data"": { ""id"":""22636"" }},"
17310;0-1 Miles;Pacific;Yes;;17310,0-1 Miles,Pacific,Yes;17310,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""17310"" }},";"{""data"": { ""id"":""17310"" }},"
12133;5-10 Miles;Europe;Yes;;12133,5-10 Miles,Europe,Yes;12133,5-10 Miles,Europe,Yes;;;;"{""data"": { ""id"":""12133"" }},";"{""data"": { ""id"":""12133"" }},"
25918;5-10 Miles;Pacific;Yes;;25918,5-10 Miles,Pacific,Yes;25918,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""25918"" }},";"{""data"": { ""id"":""25918"" }},"
25752;0-1 Miles;Europe;Yes;;25752,0-1 Miles,Europe,Yes;25752,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25752"" }},";"{""data"": { ""id"":""25752"" }},"
17324;10+ Miles;Pacific;No;;17324,10+ Miles,Pacific,No;17324,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""17324"" }},";"{""data"": { ""id"":""17324"" }},"
22918;0-1 Miles;Pacific;No;;22918,0-1 Miles,Pacific,No;22918,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""22918"" }},";"{""data"": { ""id"":""22918"" }},"
12510;0-1 Miles;Europe;Yes;;12510,0-1 Miles,Europe,Yes;12510,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""12510"" }},";"{""data"": { ""id"":""12510"" }},"
25512;2-5 Miles;Europe;No;;25512,2-5 Miles,Europe,No;25512,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""25512"" }},";"{""data"": { ""id"":""25512"" }},"
16179;1-2 Miles;Pacific;No;;16179,1-2 Miles,Pacific,No;16179,1-2 Miles,Pacific,No;;;;"{""data"": { ""id"":""16179"" }},";"{""data"": { ""id"":""16179"" }},"
15628;0-1 Miles;Europe;No;;15628,0-1 Miles,Europe,No;15628,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""15628"" }},";"{""data"": { ""id"":""15628"" }},"
20977;0-1 Miles;Europe;Yes;;20977,0-1 Miles,Europe,Yes;20977,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""20977"" }},";"{""data"": { ""id"":""20977"" }},"
18140;5-10 Miles;Europe;Yes;;18140,5-10 Miles,Europe,Yes;18140,5-10 Miles,Europe,Yes;;;;"{""data"": { ""id"":""18140"" }},";"{""data"": { ""id"":""18140"" }},"
20417;5-10 Miles;Pacific;No;;20417,5-10 Miles,Pacific,No;20417,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""20417"" }},";"{""data"": { ""id"":""20417"" }},"
18267;5-10 Miles;Pacific;No;;18267,5-10 Miles,Pacific,No;18267,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""18267"" }},";"{""data"": { ""id"":""18267"" }},"
13620;10+ Miles;Pacific;Yes;;13620,10+ Miles,Pacific,Yes;13620,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""13620"" }},";"{""data"": { ""id"":""13620"" }},"
22974;5-10 Miles;Pacific;No;;22974,5-10 Miles,Pacific,No;22974,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""22974"" }},";"{""data"": { ""id"":""22974"" }},"
13586;10+ Miles;Europe;No;;13586,10+ Miles,Europe,No;13586,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""13586"" }},";"{""data"": { ""id"":""13586"" }},"
17978;0-1 Miles;Europe;Yes;;17978,0-1 Miles,Europe,Yes;17978,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""17978"" }},";"{""data"": { ""id"":""17978"" }},"
12581;0-1 Miles;Pacific;Yes;;12581,0-1 Miles,Pacific,Yes;12581,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""12581"" }},";"{""data"": { ""id"":""12581"" }},"
18018;0-1 Miles;Europe;No;;18018,0-1 Miles,Europe,No;18018,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""18018"" }},";"{""data"": { ""id"":""18018"" }},"
28957;10+ Miles;Pacific;Yes;;28957,10+ Miles,Pacific,Yes;28957,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""28957"" }},";"{""data"": { ""id"":""28957"" }},"
13690;1-2 Miles;Europe;Yes;;13690,1-2 Miles,Europe,Yes;13690,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""13690"" }},";"{""data"": { ""id"":""13690"" }},"
12568;0-1 Miles;Europe;No;;12568,0-1 Miles,Europe,No;12568,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12568"" }},";"{""data"": { ""id"":""12568"" }},"
13122;1-2 Miles;Pacific;Yes;;13122,1-2 Miles,Pacific,Yes;13122,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""13122"" }},";"{""data"": { ""id"":""13122"" }},"
21184;5-10 Miles;Pacific;No;;21184,5-10 Miles,Pacific,No;21184,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""21184"" }},";"{""data"": { ""id"":""21184"" }},"
26150;0-1 Miles;Pacific;Yes;;26150,0-1 Miles,Pacific,Yes;26150,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""26150"" }},";"{""data"": { ""id"":""26150"" }},"
24151;0-1 Miles;Europe;No;;24151,0-1 Miles,Europe,No;24151,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""24151"" }},";"{""data"": { ""id"":""24151"" }},"
23962;1-2 Miles;Europe;No;;23962,1-2 Miles,Europe,No;23962,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""23962"" }},";"{""data"": { ""id"":""23962"" }},"
17793;0-1 Miles;Europe;Yes;;17793,0-1 Miles,Europe,Yes;17793,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""17793"" }},";"{""data"": { ""id"":""17793"" }},"
14926;0-1 Miles;Europe;Yes;;14926,0-1 Miles,Europe,Yes;14926,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""14926"" }},";"{""data"": { ""id"":""14926"" }},"
16163;2-5 Miles;Pacific;Yes;;16163,2-5 Miles,Pacific,Yes;16163,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""16163"" }},";"{""data"": { ""id"":""16163"" }},"
21365;5-10 Miles;Pacific;No;;21365,5-10 Miles,Pacific,No;21365,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""21365"" }},";"{""data"": { ""id"":""21365"" }},"
27771;1-2 Miles;Europe;Yes;;27771,1-2 Miles,Europe,Yes;27771,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""27771"" }},";"{""data"": { ""id"":""27771"" }},"
26167;5-10 Miles;Pacific;Yes;;26167,5-10 Miles,Pacific,Yes;26167,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""26167"" }},";"{""data"": { ""id"":""26167"" }},"
25792;10+ Miles;Europe;No;;25792,10+ Miles,Europe,No;25792,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""25792"" }},";"{""data"": { ""id"":""25792"" }},"
11555;0-1 Miles;Europe;No;;11555,0-1 Miles,Europe,No;11555,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""11555"" }},";"{""data"": { ""id"":""11555"" }},"
22381;0-1 Miles;Europe;No;;22381,0-1 Miles,Europe,No;22381,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""22381"" }},";"{""data"": { ""id"":""22381"" }},"
17882;0-1 Miles;Europe;No;;17882,0-1 Miles,Europe,No;17882,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""17882"" }},";"{""data"": { ""id"":""17882"" }},"
22174;5-10 Miles;Pacific;Yes;;22174,5-10 Miles,Pacific,Yes;22174,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""22174"" }},";"{""data"": { ""id"":""22174"" }},"
22439;0-1 Miles;Europe;Yes;;22439,0-1 Miles,Europe,Yes;22439,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""22439"" }},";"{""data"": { ""id"":""22439"" }},"
18012;0-1 Miles;Europe;No;;18012,0-1 Miles,Europe,No;18012,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""18012"" }},";"{""data"": { ""id"":""18012"" }},"
27582;0-1 Miles;Pacific;Yes;;27582,0-1 Miles,Pacific,Yes;27582,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""27582"" }},";"{""data"": { ""id"":""27582"" }},"
12744;0-1 Miles;Europe;No;;12744,0-1 Miles,Europe,No;12744,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12744"" }},";"{""data"": { ""id"":""12744"" }},"
22821;0-1 Miles;Europe;No;;22821,0-1 Miles,Europe,No;22821,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""22821"" }},";"{""data"": { ""id"":""22821"" }},"
20171;0-1 Miles;Europe;Yes;;20171,0-1 Miles,Europe,Yes;20171,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""20171"" }},";"{""data"": { ""id"":""20171"" }},"
11116;5-10 Miles;Pacific;No;;11116,5-10 Miles,Pacific,No;11116,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""11116"" }},";"{""data"": { ""id"":""11116"" }},"
20053;0-1 Miles;Europe;No;;20053,0-1 Miles,Europe,No;20053,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20053"" }},";"{""data"": { ""id"":""20053"" }},"
25266;5-10 Miles;Pacific;No;;25266,5-10 Miles,Pacific,No;25266,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""25266"" }},";"{""data"": { ""id"":""25266"" }},"
17960;0-1 Miles;Europe;Yes;;17960,0-1 Miles,Europe,Yes;17960,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""17960"" }},";"{""data"": { ""id"":""17960"" }},"
