ID;Marital Status;Gender;Income;Children;Education;Occupation;Home Owner;Cars;Commute Distance;Region;Age;Purchased Bike;ID für JSON Darstellung;Für JSON-Darstellung
17352;Married;Male;50000;2;Graduate Degree;Management;Yes;1;5-10 Miles;Pacific;64;Yes;"{""data"": { ""id"":""17352"" }},";"{""data"": { ""id"":""17352"" }},"
14154;Married;Male;30000;0;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;35;Yes;"{""data"": { ""id"":""14154"" }},";"{""data"": { ""id"":""14154"" }},"
19066;Married;Male;130000;4;Partial College;Professional;No;3;10+ Miles;Europe;54;No;"{""data"": { ""id"":""19066"" }},";"{""data"": { ""id"":""19066"" }},"
11386;Married;Female;30000;3;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;45;No;"{""data"": { ""id"":""11386"" }},";"{""data"": { ""id"":""11386"" }},"
20228;Married;Male;100000;0;Graduate Degree;Management;Yes;0;2-5 Miles;Pacific;40;Yes;"{""data"": { ""id"":""20228"" }},";"{""data"": { ""id"":""20228"" }},"
16675;Single;Female;160000;0;Graduate Degree;Management;No;3;0-1 Miles;Pacific;47;Yes;"{""data"": { ""id"":""16675"" }},";"{""data"": { ""id"":""16675"" }},"
16410;Single;Female;10000;4;Partial High School;Manual;Yes;2;0-1 Miles;Europe;41;Yes;"{""data"": { ""id"":""16410"" }},";"{""data"": { ""id"":""16410"" }},"
27760;Single;Female;40000;0;Graduate Degree;Clerical;No;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""27760"" }},";"{""data"": { ""id"":""27760"" }},"
22930;Married;Male;90000;4;Bachelors;Professional;Yes;0;1-2 Miles;Pacific;38;Yes;"{""data"": { ""id"":""22930"" }},";"{""data"": { ""id"":""22930"" }},"
23780;Single;Male;40000;2;Partial College;Clerical;No;2;0-1 Miles;Europe;36;Yes;"{""data"": { ""id"":""23780"" }},";"{""data"": { ""id"":""23780"" }},"
20994;Married;Female;20000;0;Bachelors;Clerical;No;0;0-1 Miles;Pacific;26;Yes;"{""data"": { ""id"":""20994"" }},";"{""data"": { ""id"":""20994"" }},"
28379;Married;Male;30000;1;Bachelors;Skilled Manual;Yes;2;0-1 Miles;Europe;40;No;"{""data"": { ""id"":""28379"" }},";"{""data"": { ""id"":""28379"" }},"
14865;Single;Male;40000;2;Partial College;Clerical;Yes;2;1-2 Miles;Europe;36;No;"{""data"": { ""id"":""14865"" }},";"{""data"": { ""id"":""14865"" }},"
12663;Married;Female;90000;5;Partial High School;Skilled Manual;Yes;2;10+ Miles;Europe;59;No;"{""data"": { ""id"":""12663"" }},";"{""data"": { ""id"":""12663"" }},"
24898;Single;Female;80000;0;Bachelors;Professional;Yes;3;10+ Miles;Pacific;32;No;"{""data"": { ""id"":""24898"" }},";"{""data"": { ""id"":""24898"" }},"
19508;Married;Male;10000;0;Partial High School;Manual;No;2;0-1 Miles;Europe;30;No;"{""data"": { ""id"":""19508"" }},";"{""data"": { ""id"":""19508"" }},"
11489;Single;Female;20000;0;Partial High School;Manual;No;2;1-2 Miles;Europe;35;Yes;"{""data"": { ""id"":""11489"" }},";"{""data"": { ""id"":""11489"" }},"
18160;Married;Male;130000;3;High School;Professional;Yes;4;5-10 Miles;Europe;51;Yes;"{""data"": { ""id"":""18160"" }},";"{""data"": { ""id"":""18160"" }},"
25241;Married;Male;90000;2;Bachelors;Professional;Yes;1;5-10 Miles;Pacific;47;No;"{""data"": { ""id"":""25241"" }},";"{""data"": { ""id"":""25241"" }},"
24369;Married;Female;80000;5;Graduate Degree;Management;No;2;0-1 Miles;Pacific;39;No;"{""data"": { ""id"":""24369"" }},";"{""data"": { ""id"":""24369"" }},"
27165;Single;Male;20000;0;Partial High School;Manual;No;2;0-1 Miles;Europe;34;No;"{""data"": { ""id"":""27165"" }},";"{""data"": { ""id"":""27165"" }},"
29424;Married;Male;10000;0;Partial High School;Manual;Yes;2;0-1 Miles;Europe;32;No;"{""data"": { ""id"":""29424"" }},";"{""data"": { ""id"":""29424"" }},"
15926;Single;Female;120000;3;High School;Professional;Yes;4;5-10 Miles;Europe;50;Yes;"{""data"": { ""id"":""15926"" }},";"{""data"": { ""id"":""15926"" }},"
14554;Married;Male;20000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;66;No;"{""data"": { ""id"":""14554"" }},";"{""data"": { ""id"":""14554"" }},"
16468;Single;Male;30000;0;Partial College;Clerical;Yes;1;2-5 Miles;Europe;30;No;"{""data"": { ""id"":""16468"" }},";"{""data"": { ""id"":""16468"" }},"
19174;Single;Female;30000;0;High School;Manual;No;1;2-5 Miles;Europe;32;Yes;"{""data"": { ""id"":""19174"" }},";"{""data"": { ""id"":""19174"" }},"
19183;Single;Male;10000;0;Partial High School;Manual;Yes;2;1-2 Miles;Europe;35;No;"{""data"": { ""id"":""19183"" }},";"{""data"": { ""id"":""19183"" }},"
13683;Single;Female;30000;0;High School;Manual;No;1;2-5 Miles;Europe;32;No;"{""data"": { ""id"":""13683"" }},";"{""data"": { ""id"":""13683"" }},"
17848;Single;Male;30000;0;Partial College;Clerical;No;1;2-5 Miles;Europe;31;Yes;"{""data"": { ""id"":""17848"" }},";"{""data"": { ""id"":""17848"" }},"
17894;Married;Female;20000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;50;Yes;"{""data"": { ""id"":""17894"" }},";"{""data"": { ""id"":""17894"" }},"
25651;Married;Male;40000;1;Bachelors;Skilled Manual;No;0;0-1 Miles;Europe;43;Yes;"{""data"": { ""id"":""25651"" }},";"{""data"": { ""id"":""25651"" }},"
22936;Single;Female;60000;1;Partial College;Skilled Manual;No;1;0-1 Miles;Pacific;45;Yes;"{""data"": { ""id"":""22936"" }},";"{""data"": { ""id"":""22936"" }},"
23915;Married;Male;20000;2;High School;Manual;Yes;2;0-1 Miles;Europe;42;No;"{""data"": { ""id"":""23915"" }},";"{""data"": { ""id"":""23915"" }},"
24121;Single;Female;30000;0;Partial College;Clerical;No;1;0-1 Miles;Europe;29;Yes;"{""data"": { ""id"":""24121"" }},";"{""data"": { ""id"":""24121"" }},"
27878;Single;Male;20000;0;Partial College;Manual;No;0;0-1 Miles;Pacific;28;Yes;"{""data"": { ""id"":""27878"" }},";"{""data"": { ""id"":""27878"" }},"
13572;Single;Male;10000;3;High School;Manual;Yes;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""13572"" }},";"{""data"": { ""id"":""13572"" }},"
27941;Married;Female;80000;4;Partial College;Professional;Yes;2;2-5 Miles;Europe;53;No;"{""data"": { ""id"":""27941"" }},";"{""data"": { ""id"":""27941"" }},"
26354;Single;Male;40000;0;Graduate Degree;Clerical;No;0;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""26354"" }},";"{""data"": { ""id"":""26354"" }},"
14785;Single;Male;30000;1;Bachelors;Clerical;No;1;1-2 Miles;Europe;39;No;"{""data"": { ""id"":""14785"" }},";"{""data"": { ""id"":""14785"" }},"
17238;Single;Male;80000;0;Bachelors;Professional;Yes;3;10+ Miles;Pacific;32;No;"{""data"": { ""id"":""17238"" }},";"{""data"": { ""id"":""17238"" }},"
23608;Married;Female;150000;3;High School;Professional;Yes;3;0-1 Miles;Europe;51;Yes;"{""data"": { ""id"":""23608"" }},";"{""data"": { ""id"":""23608"" }},"
22538;Single;Female;10000;0;Partial High School;Manual;Yes;2;1-2 Miles;Europe;33;No;"{""data"": { ""id"":""22538"" }},";"{""data"": { ""id"":""22538"" }},"
12332;Married;Male;90000;4;High School;Management;Yes;3;5-10 Miles;Europe;58;Yes;"{""data"": { ""id"":""12332"" }},";"{""data"": { ""id"":""12332"" }},"
17230;Married;Male;80000;0;Bachelors;Professional;Yes;3;10+ Miles;Pacific;30;No;"{""data"": { ""id"":""17230"" }},";"{""data"": { ""id"":""17230"" }},"
13082;Single;Male;130000;0;Graduate Degree;Management;Yes;0;2-5 Miles;Pacific;48;Yes;"{""data"": { ""id"":""13082"" }},";"{""data"": { ""id"":""13082"" }},"
22518;Single;Female;30000;3;Partial College;Clerical;No;2;0-1 Miles;Europe;27;Yes;"{""data"": { ""id"":""22518"" }},";"{""data"": { ""id"":""22518"" }},"
13687;Married;Male;40000;1;Bachelors;Skilled Manual;Yes;1;0-1 Miles;Europe;33;Yes;"{""data"": { ""id"":""13687"" }},";"{""data"": { ""id"":""13687"" }},"
23571;Married;Female;40000;2;Bachelors;Management;Yes;2;0-1 Miles;Pacific;66;Yes;"{""data"": { ""id"":""23571"" }},";"{""data"": { ""id"":""23571"" }},"
19305;Single;Female;10000;2;High School;Manual;Yes;1;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""19305"" }},";"{""data"": { ""id"":""19305"" }},"
22636;Single;Female;40000;0;Bachelors;Clerical;No;0;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""22636"" }},";"{""data"": { ""id"":""22636"" }},"
17310;Married;Male;60000;1;Partial College;Skilled Manual;Yes;1;0-1 Miles;Pacific;45;Yes;"{""data"": { ""id"":""17310"" }},";"{""data"": { ""id"":""17310"" }},"
12133;Married;Female;130000;3;Partial College;Professional;Yes;3;5-10 Miles;Europe;50;Yes;"{""data"": { ""id"":""12133"" }},";"{""data"": { ""id"":""12133"" }},"
25918;Single;Female;30000;2;Partial College;Clerical;No;2;5-10 Miles;Pacific;60;Yes;"{""data"": { ""id"":""25918"" }},";"{""data"": { ""id"":""25918"" }},"
25752;Single;Female;20000;2;Partial College;Manual;No;1;0-1 Miles;Europe;53;Yes;"{""data"": { ""id"":""25752"" }},";"{""data"": { ""id"":""25752"" }},"
17324;Married;Female;100000;4;Bachelors;Professional;Yes;1;10+ Miles;Pacific;46;No;"{""data"": { ""id"":""17324"" }},";"{""data"": { ""id"":""17324"" }},"
22918;Single;Male;80000;5;Graduate Degree;Management;Yes;3;0-1 Miles;Pacific;40;No;"{""data"": { ""id"":""22918"" }},";"{""data"": { ""id"":""22918"" }},"
12510;Married;Male;40000;1;Bachelors;Skilled Manual;Yes;1;0-1 Miles;Europe;43;Yes;"{""data"": { ""id"":""12510"" }},";"{""data"": { ""id"":""12510"" }},"
25512;Single;Male;20000;0;High School;Manual;No;1;2-5 Miles;Europe;30;No;"{""data"": { ""id"":""25512"" }},";"{""data"": { ""id"":""25512"" }},"
16179;Single;Female;80000;5;Bachelors;Professional;Yes;4;1-2 Miles;Pacific;38;No;"{""data"": { ""id"":""16179"" }},";"{""data"": { ""id"":""16179"" }},"
15628;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;1;0-1 Miles;Europe;89;No;"{""data"": { ""id"":""15628"" }},";"{""data"": { ""id"":""15628"" }},"
20977;Married;Male;20000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;64;Yes;"{""data"": { ""id"":""20977"" }},";"{""data"": { ""id"":""20977"" }},"
18140;Married;Male;130000;3;Partial College;Professional;No;3;5-10 Miles;Europe;51;Yes;"{""data"": { ""id"":""18140"" }},";"{""data"": { ""id"":""18140"" }},"
20417;Married;Male;30000;3;Partial College;Clerical;No;2;5-10 Miles;Pacific;56;No;"{""data"": { ""id"":""20417"" }},";"{""data"": { ""id"":""20417"" }},"
18267;Married;Male;60000;3;Bachelors;Professional;Yes;2;5-10 Miles;Pacific;43;No;"{""data"": { ""id"":""18267"" }},";"{""data"": { ""id"":""18267"" }},"
13620;Single;Male;70000;0;Bachelors;Professional;No;3;10+ Miles;Pacific;30;Yes;"{""data"": { ""id"":""13620"" }},";"{""data"": { ""id"":""13620"" }},"
22974;Married;Female;30000;2;Partial College;Clerical;Yes;2;5-10 Miles;Pacific;69;No;"{""data"": { ""id"":""22974"" }},";"{""data"": { ""id"":""22974"" }},"
13586;Married;Male;80000;4;Partial College;Professional;Yes;2;10+ Miles;Europe;53;No;"{""data"": { ""id"":""13586"" }},";"{""data"": { ""id"":""13586"" }},"
17978;Married;Male;40000;0;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""17978"" }},";"{""data"": { ""id"":""17978"" }},"
12581;Single;Female;10000;0;Partial College;Manual;No;1;0-1 Miles;Pacific;28;Yes;"{""data"": { ""id"":""12581"" }},";"{""data"": { ""id"":""12581"" }},"
18018;Single;Male;30000;3;Partial College;Clerical;Yes;0;0-1 Miles;Europe;43;No;"{""data"": { ""id"":""18018"" }},";"{""data"": { ""id"":""18018"" }},"
28957;Single;Female;120000;0;Partial High School;Professional;Yes;4;10+ Miles;Pacific;34;Yes;"{""data"": { ""id"":""28957"" }},";"{""data"": { ""id"":""28957"" }},"
13690;Single;Female;20000;0;Partial High School;Manual;No;2;1-2 Miles;Europe;34;Yes;"{""data"": { ""id"":""13690"" }},";"{""data"": { ""id"":""13690"" }},"
12568;Married;Female;30000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;64;No;"{""data"": { ""id"":""12568"" }},";"{""data"": { ""id"":""12568"" }},"
13122;Married;Female;80000;0;Bachelors;Professional;Yes;1;1-2 Miles;Pacific;41;Yes;"{""data"": { ""id"":""13122"" }},";"{""data"": { ""id"":""13122"" }},"
21184;Single;Male;70000;0;Bachelors;Professional;No;1;5-10 Miles;Pacific;38;No;"{""data"": { ""id"":""21184"" }},";"{""data"": { ""id"":""21184"" }},"
26150;Single;Female;70000;0;Bachelors;Professional;No;1;0-1 Miles;Pacific;41;Yes;"{""data"": { ""id"":""26150"" }},";"{""data"": { ""id"":""26150"" }},"
24151;Single;Male;20000;1;Bachelors;Clerical;No;0;0-1 Miles;Europe;51;No;"{""data"": { ""id"":""24151"" }},";"{""data"": { ""id"":""24151"" }},"
23962;Married;Female;10000;0;Partial High School;Manual;Yes;2;1-2 Miles;Europe;32;No;"{""data"": { ""id"":""23962"" }},";"{""data"": { ""id"":""23962"" }},"
17793;Married;Female;40000;0;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""17793"" }},";"{""data"": { ""id"":""17793"" }},"
14926;Married;Male;30000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""14926"" }},";"{""data"": { ""id"":""14926"" }},"
16163;Single;Male;60000;2;Bachelors;Professional;Yes;1;2-5 Miles;Pacific;38;Yes;"{""data"": { ""id"":""16163"" }},";"{""data"": { ""id"":""16163"" }},"
21365;Married;Female;10000;2;Partial High School;Clerical;Yes;2;5-10 Miles;Pacific;58;No;"{""data"": { ""id"":""21365"" }},";"{""data"": { ""id"":""21365"" }},"
27771;Single;Male;30000;1;Bachelors;Clerical;Yes;1;1-2 Miles;Europe;39;Yes;"{""data"": { ""id"":""27771"" }},";"{""data"": { ""id"":""27771"" }},"
26167;Single;Female;40000;2;Bachelors;Management;No;1;5-10 Miles;Pacific;53;Yes;"{""data"": { ""id"":""26167"" }},";"{""data"": { ""id"":""26167"" }},"
25792;Single;Female;110000;3;Bachelors;Management;Yes;4;10+ Miles;Europe;53;No;"{""data"": { ""id"":""25792"" }},";"{""data"": { ""id"":""25792"" }},"
11555;Married;Female;40000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;80;No;"{""data"": { ""id"":""11555"" }},";"{""data"": { ""id"":""11555"" }},"
22381;Married;Male;10000;1;Graduate Degree;Manual;Yes;0;0-1 Miles;Europe;44;No;"{""data"": { ""id"":""22381"" }},";"{""data"": { ""id"":""22381"" }},"
17882;Married;Male;20000;1;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;44;No;"{""data"": { ""id"":""17882"" }},";"{""data"": { ""id"":""17882"" }},"
22174;Married;Male;30000;3;High School;Skilled Manual;Yes;2;5-10 Miles;Pacific;54;Yes;"{""data"": { ""id"":""22174"" }},";"{""data"": { ""id"":""22174"" }},"
22439;Married;Female;30000;0;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""22439"" }},";"{""data"": { ""id"":""22439"" }},"
18012;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;0;0-1 Miles;Europe;41;No;"{""data"": { ""id"":""18012"" }},";"{""data"": { ""id"":""18012"" }},"
27582;Single;Female;90000;2;Bachelors;Professional;No;0;0-1 Miles;Pacific;36;Yes;"{""data"": { ""id"":""27582"" }},";"{""data"": { ""id"":""27582"" }},"
12744;Single;Female;40000;2;Partial College;Clerical;Yes;0;0-1 Miles;Europe;33;No;"{""data"": { ""id"":""12744"" }},";"{""data"": { ""id"":""12744"" }},"
22821;Married;Female;130000;3;Partial College;Professional;Yes;4;0-1 Miles;Europe;52;No;"{""data"": { ""id"":""22821"" }},";"{""data"": { ""id"":""22821"" }},"
20171;Married;Female;20000;2;Partial College;Manual;Yes;1;0-1 Miles;Europe;46;Yes;"{""data"": { ""id"":""20171"" }},";"{""data"": { ""id"":""20171"" }},"
11116;Married;Male;70000;5;Partial College;Skilled Manual;Yes;2;5-10 Miles;Pacific;43;No;"{""data"": { ""id"":""11116"" }},";"{""data"": { ""id"":""11116"" }},"
20053;Single;Male;40000;2;Partial College;Clerical;Yes;0;0-1 Miles;Europe;34;No;"{""data"": { ""id"":""20053"" }},";"{""data"": { ""id"":""20053"" }},"
25266;Single;Female;30000;2;Partial College;Clerical;No;2;5-10 Miles;Pacific;67;No;"{""data"": { ""id"":""25266"" }},";"{""data"": { ""id"":""25266"" }},"
17960;Married;Female;40000;0;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;35;Yes;"{""data"": { ""id"":""17960"" }},";"{""data"": { ""id"":""17960"" }},"
13961;Married;Female;80000;5;Graduate Degree;Management;Yes;3;0-1 Miles;Pacific;40;No;"{""data"": { ""id"":""13961"" }},";"{""data"": { ""id"":""13961"" }},"
11897;Single;Male;60000;2;Bachelors;Professional;No;1;0-1 Miles;Pacific;37;Yes;"{""data"": { ""id"":""11897"" }},";"{""data"": { ""id"":""11897"" }},"
11139;Single;Female;30000;2;Partial College;Clerical;No;2;5-10 Miles;Pacific;67;No;"{""data"": { ""id"":""11139"" }},";"{""data"": { ""id"":""11139"" }},"
11576;Married;Male;30000;1;Bachelors;Skilled Manual;Yes;2;0-1 Miles;Europe;41;Yes;"{""data"": { ""id"":""11576"" }},";"{""data"": { ""id"":""11576"" }},"
19255;Single;Male;10000;2;Partial College;Manual;Yes;1;0-1 Miles;Europe;51;Yes;"{""data"": { ""id"":""19255"" }},";"{""data"": { ""id"":""19255"" }},"
18153;Married;Female;100000;2;Bachelors;Management;Yes;4;10+ Miles;Europe;59;No;"{""data"": { ""id"":""18153"" }},";"{""data"": { ""id"":""18153"" }},"
14547;Married;Male;10000;2;Partial College;Manual;Yes;0;1-2 Miles;Europe;51;No;"{""data"": { ""id"":""14547"" }},";"{""data"": { ""id"":""14547"" }},"
24901;Single;Male;110000;0;Partial College;Management;No;3;10+ Miles;Pacific;32;Yes;"{""data"": { ""id"":""24901"" }},";"{""data"": { ""id"":""24901"" }},"
27169;Single;Male;30000;0;High School;Manual;Yes;1;2-5 Miles;Europe;34;Yes;"{""data"": { ""id"":""27169"" }},";"{""data"": { ""id"":""27169"" }},"
14805;Single;Female;10000;3;Partial High School;Manual;Yes;2;0-1 Miles;Europe;43;No;"{""data"": { ""id"":""14805"" }},";"{""data"": { ""id"":""14805"" }},"
15822;Married;Male;40000;2;Bachelors;Management;Yes;2;0-1 Miles;Pacific;67;No;"{""data"": { ""id"":""15822"" }},";"{""data"": { ""id"":""15822"" }},"
19389;Single;Male;30000;0;Partial College;Clerical;No;1;2-5 Miles;Europe;28;No;"{""data"": { ""id"":""19389"" }},";"{""data"": { ""id"":""19389"" }},"
17048;Single;Female;90000;1;Graduate Degree;Management;Yes;0;0-1 Miles;Pacific;36;Yes;"{""data"": { ""id"":""17048"" }},";"{""data"": { ""id"":""17048"" }},"
22204;Married;Male;110000;4;Bachelors;Management;Yes;3;2-5 Miles;Pacific;48;No;"{""data"": { ""id"":""22204"" }},";"{""data"": { ""id"":""22204"" }},"
12718;Single;Female;30000;0;Partial College;Clerical;Yes;1;2-5 Miles;Europe;31;No;"{""data"": { ""id"":""12718"" }},";"{""data"": { ""id"":""12718"" }},"
15019;Single;Female;30000;3;High School;Skilled Manual;Yes;2;5-10 Miles;Pacific;55;No;"{""data"": { ""id"":""15019"" }},";"{""data"": { ""id"":""15019"" }},"
28488;Single;Male;20000;0;Partial College;Manual;Yes;0;0-1 Miles;Pacific;28;Yes;"{""data"": { ""id"":""28488"" }},";"{""data"": { ""id"":""28488"" }},"
21891;Married;Female;110000;0;High School;Management;Yes;3;10+ Miles;Pacific;34;Yes;"{""data"": { ""id"":""21891"" }},";"{""data"": { ""id"":""21891"" }},"
27814;Single;Female;30000;3;Partial College;Clerical;No;1;0-1 Miles;Europe;26;No;"{""data"": { ""id"":""27814"" }},";"{""data"": { ""id"":""27814"" }},"
22175;Married;Female;30000;3;High School;Skilled Manual;Yes;2;5-10 Miles;Pacific;53;Yes;"{""data"": { ""id"":""22175"" }},";"{""data"": { ""id"":""22175"" }},"
29447;Single;Female;10000;2;Bachelors;Clerical;No;1;2-5 Miles;Europe;68;No;"{""data"": { ""id"":""29447"" }},";"{""data"": { ""id"":""29447"" }},"
19784;Married;Female;80000;2;High School;Skilled Manual;Yes;2;5-10 Miles;Pacific;50;Yes;"{""data"": { ""id"":""19784"" }},";"{""data"": { ""id"":""19784"" }},"
27824;Single;Female;30000;3;Partial College;Clerical;Yes;2;0-1 Miles;Europe;28;Yes;"{""data"": { ""id"":""27824"" }},";"{""data"": { ""id"":""27824"" }},"
24093;Single;Female;80000;0;Graduate Degree;Skilled Manual;No;0;0-1 Miles;Europe;40;Yes;"{""data"": { ""id"":""24093"" }},";"{""data"": { ""id"":""24093"" }},"
19618;Married;Male;70000;5;Partial College;Skilled Manual;Yes;2;0-1 Miles;Pacific;44;No;"{""data"": { ""id"":""19618"" }},";"{""data"": { ""id"":""19618"" }},"
21561;Single;Male;90000;0;Bachelors;Professional;No;3;10+ Miles;Pacific;34;Yes;"{""data"": { ""id"":""21561"" }},";"{""data"": { ""id"":""21561"" }},"
11061;Married;Male;80000;2;Partial College;Skilled Manual;Yes;2;5-10 Miles;Pacific;52;Yes;"{""data"": { ""id"":""11061"" }},";"{""data"": { ""id"":""11061"" }},"
26651;Single;Male;80000;4;Graduate Degree;Management;Yes;0;0-1 Miles;Pacific;36;Yes;"{""data"": { ""id"":""26651"" }},";"{""data"": { ""id"":""26651"" }},"
21108;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;1;0-1 Miles;Europe;43;Yes;"{""data"": { ""id"":""21108"" }},";"{""data"": { ""id"":""21108"" }},"
12731;Single;Male;30000;0;High School;Manual;No;1;1-2 Miles;Europe;32;No;"{""data"": { ""id"":""12731"" }},";"{""data"": { ""id"":""12731"" }},"
25307;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;1;1-2 Miles;Europe;32;Yes;"{""data"": { ""id"":""25307"" }},";"{""data"": { ""id"":""25307"" }},"
14278;Married;Female;130000;0;Graduate Degree;Management;Yes;1;10+ Miles;Pacific;48;No;"{""data"": { ""id"":""14278"" }},";"{""data"": { ""id"":""14278"" }},"
20711;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;0;1-2 Miles;Europe;32;Yes;"{""data"": { ""id"":""20711"" }},";"{""data"": { ""id"":""20711"" }},"
11383;Married;Female;30000;3;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;46;No;"{""data"": { ""id"":""11383"" }},";"{""data"": { ""id"":""11383"" }},"
12497;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;0;0-1 Miles;Europe;42;No;"{""data"": { ""id"":""12497"" }},";"{""data"": { ""id"":""12497"" }},"
16559;Single;Female;10000;2;High School;Manual;Yes;0;0-1 Miles;Europe;36;Yes;"{""data"": { ""id"":""16559"" }},";"{""data"": { ""id"":""16559"" }},"
11585;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;0;0-1 Miles;Europe;41;No;"{""data"": { ""id"":""11585"" }},";"{""data"": { ""id"":""11585"" }},"
20277;Married;Female;30000;2;Partial College;Clerical;No;2;0-1 Miles;Pacific;69;No;"{""data"": { ""id"":""20277"" }},";"{""data"": { ""id"":""20277"" }},"
26765;Single;Female;70000;5;Partial College;Skilled Manual;Yes;2;5-10 Miles;Pacific;45;No;"{""data"": { ""id"":""26765"" }},";"{""data"": { ""id"":""26765"" }},"
12389;Single;Male;30000;0;High School;Manual;No;1;2-5 Miles;Europe;34;No;"{""data"": { ""id"":""12389"" }},";"{""data"": { ""id"":""12389"" }},"
13585;Married;Female;80000;4;Partial College;Professional;No;1;2-5 Miles;Europe;53;Yes;"{""data"": { ""id"":""13585"" }},";"{""data"": { ""id"":""13585"" }},"
26385;Single;Male;120000;3;High School;Professional;No;4;5-10 Miles;Europe;50;No;"{""data"": { ""id"":""26385"" }},";"{""data"": { ""id"":""26385"" }},"
12236;Married;Female;20000;1;Partial College;Manual;Yes;0;0-1 Miles;Europe;65;No;"{""data"": { ""id"":""12236"" }},";"{""data"": { ""id"":""12236"" }},"
21560;Married;Male;120000;0;Partial High School;Professional;Yes;4;10+ Miles;Pacific;32;Yes;"{""data"": { ""id"":""21560"" }},";"{""data"": { ""id"":""21560"" }},"
21554;Single;Female;80000;0;Bachelors;Professional;No;3;10+ Miles;Pacific;33;No;"{""data"": { ""id"":""21554"" }},";"{""data"": { ""id"":""21554"" }},"
13662;Single;Male;20000;0;Partial High School;Manual;Yes;2;1-2 Miles;Europe;31;Yes;"{""data"": { ""id"":""13662"" }},";"{""data"": { ""id"":""13662"" }},"
13089;Married;Female;120000;1;Bachelors;Management;Yes;2;0-1 Miles;Pacific;46;Yes;"{""data"": { ""id"":""13089"" }},";"{""data"": { ""id"":""13089"" }},"
14791;Married;Female;40000;0;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;39;Yes;"{""data"": { ""id"":""14791"" }},";"{""data"": { ""id"":""14791"" }},"
19331;Single;Male;20000;2;High School;Manual;Yes;1;0-1 Miles;Europe;40;No;"{""data"": { ""id"":""19331"" }},";"{""data"": { ""id"":""19331"" }},"
17754;Single;Female;30000;3;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;46;Yes;"{""data"": { ""id"":""17754"" }},";"{""data"": { ""id"":""17754"" }},"
11149;Married;Male;40000;2;Bachelors;Management;Yes;2;0-1 Miles;Pacific;65;No;"{""data"": { ""id"":""11149"" }},";"{""data"": { ""id"":""11149"" }},"
16549;Single;Female;30000;3;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;47;Yes;"{""data"": { ""id"":""16549"" }},";"{""data"": { ""id"":""16549"" }},"
24305;Single;Male;100000;1;Bachelors;Management;No;3;0-1 Miles;Pacific;46;Yes;"{""data"": { ""id"":""24305"" }},";"{""data"": { ""id"":""24305"" }},"
18253;Married;Female;80000;5;Graduate Degree;Management;Yes;3;0-1 Miles;Pacific;40;No;"{""data"": { ""id"":""18253"" }},";"{""data"": { ""id"":""18253"" }},"
20147;Married;Female;30000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;65;No;"{""data"": { ""id"":""20147"" }},";"{""data"": { ""id"":""20147"" }},"
15612;Single;Male;30000;0;High School;Manual;No;1;1-2 Miles;Europe;28;No;"{""data"": { ""id"":""15612"" }},";"{""data"": { ""id"":""15612"" }},"
28323;Single;Male;70000;0;Bachelors;Professional;No;2;5-10 Miles;Pacific;43;Yes;"{""data"": { ""id"":""28323"" }},";"{""data"": { ""id"":""28323"" }},"
22634;Single;Female;40000;0;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""22634"" }},";"{""data"": { ""id"":""22634"" }},"
15665;Married;Female;30000;0;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;47;Yes;"{""data"": { ""id"":""15665"" }},";"{""data"": { ""id"":""15665"" }},"
