ID;Cars;Commute Distance;Region;Purchased Bike;ID für JSON Darstellung;Für JSON-Darstellung
26765;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""26765"" }},";"{""data"": { ""id"":""26765"" }},"
12389;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""12389"" }},";"{""data"": { ""id"":""12389"" }},"
13585;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""13585"" }},";"{""data"": { ""id"":""13585"" }},"
26385;4;5-10 Miles;Europe;No;"{""data"": { ""id"":""26385"" }},";"{""data"": { ""id"":""26385"" }},"
12236;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""12236"" }},";"{""data"": { ""id"":""12236"" }},"
21560;4;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""21560"" }},";"{""data"": { ""id"":""21560"" }},"
21554;3;10+ Miles;Pacific;No;"{""data"": { ""id"":""21554"" }},";"{""data"": { ""id"":""21554"" }},"
13662;2;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""13662"" }},";"{""data"": { ""id"":""13662"" }},"
13089;2;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""13089"" }},";"{""data"": { ""id"":""13089"" }},"
14791;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""14791"" }},";"{""data"": { ""id"":""14791"" }},"
19331;1;0-1 Miles;Europe;No;"{""data"": { ""id"":""19331"" }},";"{""data"": { ""id"":""19331"" }},"
17754;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""17754"" }},";"{""data"": { ""id"":""17754"" }},"
11149;2;0-1 Miles;Pacific;No;"{""data"": { ""id"":""11149"" }},";"{""data"": { ""id"":""11149"" }},"
16549;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""16549"" }},";"{""data"": { ""id"":""16549"" }},"
24305;3;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""24305"" }},";"{""data"": { ""id"":""24305"" }},"
18253;3;0-1 Miles;Pacific;No;"{""data"": { ""id"":""18253"" }},";"{""data"": { ""id"":""18253"" }},"
20147;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""20147"" }},";"{""data"": { ""id"":""20147"" }},"
15612;1;1-2 Miles;Europe;No;"{""data"": { ""id"":""15612"" }},";"{""data"": { ""id"":""15612"" }},"
28323;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""28323"" }},";"{""data"": { ""id"":""28323"" }},"
22634;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""22634"" }},";"{""data"": { ""id"":""22634"" }},"
15665;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""15665"" }},";"{""data"": { ""id"":""15665"" }},"
27585;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""27585"" }},";"{""data"": { ""id"":""27585"" }},"
19748;2;1-2 Miles;Pacific;No;"{""data"": { ""id"":""19748"" }},";"{""data"": { ""id"":""19748"" }},"
21974;1;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""21974"" }},";"{""data"": { ""id"":""21974"" }},"
14032;2;1-2 Miles;Pacific;Yes;"{""data"": { ""id"":""14032"" }},";"{""data"": { ""id"":""14032"" }},"
22610;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""22610"" }},";"{""data"": { ""id"":""22610"" }},"
26984;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""26984"" }},";"{""data"": { ""id"":""26984"" }},"
18294;1;5-10 Miles;Pacific;No;"{""data"": { ""id"":""18294"" }},";"{""data"": { ""id"":""18294"" }},"
28564;0;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""28564"" }},";"{""data"": { ""id"":""28564"" }},"
28521;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""28521"" }},";"{""data"": { ""id"":""28521"" }},"
15450;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""15450"" }},";"{""data"": { ""id"":""15450"" }},"
25681;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""25681"" }},";"{""data"": { ""id"":""25681"" }},"
19491;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""19491"" }},";"{""data"": { ""id"":""19491"" }},"
26415;4;10+ Miles;Europe;No;"{""data"": { ""id"":""26415"" }},";"{""data"": { ""id"":""26415"" }},"
12821;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""12821"" }},";"{""data"": { ""id"":""12821"" }},"
15629;2;1-2 Miles;Europe;No;"{""data"": { ""id"":""15629"" }},";"{""data"": { ""id"":""15629"" }},"
27835;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""27835"" }},";"{""data"": { ""id"":""27835"" }},"
11738;0;2-5 Miles;North America;No;"{""data"": { ""id"":""11738"" }},";"{""data"": { ""id"":""11738"" }},"
25065;2;5-10 Miles;North America;No;"{""data"": { ""id"":""25065"" }},";"{""data"": { ""id"":""25065"" }},"
26238;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""26238"" }},";"{""data"": { ""id"":""26238"" }},"
23707;3;10+ Miles;North America;Yes;"{""data"": { ""id"":""23707"" }},";"{""data"": { ""id"":""23707"" }},"
27650;0;5-10 Miles;North America;No;"{""data"": { ""id"":""27650"" }},";"{""data"": { ""id"":""27650"" }},"
24981;2;10+ Miles;North America;No;"{""data"": { ""id"":""24981"" }},";"{""data"": { ""id"":""24981"" }},"
20678;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""20678"" }},";"{""data"": { ""id"":""20678"" }},"
15302;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""15302"" }},";"{""data"": { ""id"":""15302"" }},"
26012;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""26012"" }},";"{""data"": { ""id"":""26012"" }},"
26575;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""26575"" }},";"{""data"": { ""id"":""26575"" }},"
15559;1;2-5 Miles;North America;No;"{""data"": { ""id"":""15559"" }},";"{""data"": { ""id"":""15559"" }},"
19235;0;0-1 Miles;North America;No;"{""data"": { ""id"":""19235"" }},";"{""data"": { ""id"":""19235"" }},"
15275;1;5-10 Miles;North America;No;"{""data"": { ""id"":""15275"" }},";"{""data"": { ""id"":""15275"" }},"
20339;4;2-5 Miles;North America;Yes;"{""data"": { ""id"":""20339"" }},";"{""data"": { ""id"":""20339"" }},"
25405;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""25405"" }},";"{""data"": { ""id"":""25405"" }},"
15940;4;0-1 Miles;North America;No;"{""data"": { ""id"":""15940"" }},";"{""data"": { ""id"":""15940"" }},"
25074;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""25074"" }},";"{""data"": { ""id"":""25074"" }},"
24738;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""24738"" }},";"{""data"": { ""id"":""24738"" }},"
16337;2;1-2 Miles;North America;No;"{""data"": { ""id"":""16337"" }},";"{""data"": { ""id"":""16337"" }},"
24357;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""24357"" }},";"{""data"": { ""id"":""24357"" }},"
18613;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""18613"" }},";"{""data"": { ""id"":""18613"" }},"
12207;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""12207"" }},";"{""data"": { ""id"":""12207"" }},"
18052;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""18052"" }},";"{""data"": { ""id"":""18052"" }},"
13353;2;10+ Miles;North America;Yes;"{""data"": { ""id"":""13353"" }},";"{""data"": { ""id"":""13353"" }},"
19399;1;2-5 Miles;North America;No;"{""data"": { ""id"":""19399"" }},";"{""data"": { ""id"":""19399"" }},"
16154;2;2-5 Miles;North America;No;"{""data"": { ""id"":""16154"" }},";"{""data"": { ""id"":""16154"" }},"
22219;2;5-10 Miles;North America;No;"{""data"": { ""id"":""22219"" }},";"{""data"": { ""id"":""22219"" }},"
17269;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""17269"" }},";"{""data"": { ""id"":""17269"" }},"
23586;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""23586"" }},";"{""data"": { ""id"":""23586"" }},"
15740;2;1-2 Miles;North America;No;"{""data"": { ""id"":""15740"" }},";"{""data"": { ""id"":""15740"" }},"
27638;3;1-2 Miles;North America;No;"{""data"": { ""id"":""27638"" }},";"{""data"": { ""id"":""27638"" }},"
18976;2;10+ Miles;North America;Yes;"{""data"": { ""id"":""18976"" }},";"{""data"": { ""id"":""18976"" }},"
19413;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""19413"" }},";"{""data"": { ""id"":""19413"" }},"
13283;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""13283"" }},";"{""data"": { ""id"":""13283"" }},"
17471;2;5-10 Miles;North America;No;"{""data"": { ""id"":""17471"" }},";"{""data"": { ""id"":""17471"" }},"
16791;3;10+ Miles;North America;Yes;"{""data"": { ""id"":""16791"" }},";"{""data"": { ""id"":""16791"" }},"
15382;2;1-2 Miles;North America;No;"{""data"": { ""id"":""15382"" }},";"{""data"": { ""id"":""15382"" }},"
11641;0;0-1 Miles;North America;No;"{""data"": { ""id"":""11641"" }},";"{""data"": { ""id"":""11641"" }},"
11935;1;5-10 Miles;North America;No;"{""data"": { ""id"":""11935"" }},";"{""data"": { ""id"":""11935"" }},"
13233;1;10+ Miles;North America;Yes;"{""data"": { ""id"":""13233"" }},";"{""data"": { ""id"":""13233"" }},"
25909;1;5-10 Miles;North America;Yes;"{""data"": { ""id"":""25909"" }},";"{""data"": { ""id"":""25909"" }},"
14092;2;5-10 Miles;North America;No;"{""data"": { ""id"":""14092"" }},";"{""data"": { ""id"":""14092"" }},"
29143;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""29143"" }},";"{""data"": { ""id"":""29143"" }},"
24941;2;10+ Miles;North America;No;"{""data"": { ""id"":""24941"" }},";"{""data"": { ""id"":""24941"" }},"
24637;2;10+ Miles;North America;No;"{""data"": { ""id"":""24637"" }},";"{""data"": { ""id"":""24637"" }},"
23893;3;10+ Miles;North America;No;"{""data"": { ""id"":""23893"" }},";"{""data"": { ""id"":""23893"" }},"
13907;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""13907"" }},";"{""data"": { ""id"":""13907"" }},"
14900;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""14900"" }},";"{""data"": { ""id"":""14900"" }},"
11262;0;0-1 Miles;North America;No;"{""data"": { ""id"":""11262"" }},";"{""data"": { ""id"":""11262"" }},"
22294;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""22294"" }},";"{""data"": { ""id"":""22294"" }},"
12195;2;1-2 Miles;North America;No;"{""data"": { ""id"":""12195"" }},";"{""data"": { ""id"":""12195"" }},"
25375;0;1-2 Miles;North America;No;"{""data"": { ""id"":""25375"" }},";"{""data"": { ""id"":""25375"" }},"
11143;2;5-10 Miles;North America;No;"{""data"": { ""id"":""11143"" }},";"{""data"": { ""id"":""11143"" }},"
25898;2;2-5 Miles;North America;No;"{""data"": { ""id"":""25898"" }},";"{""data"": { ""id"":""25898"" }},"
24397;4;1-2 Miles;North America;No;"{""data"": { ""id"":""24397"" }},";"{""data"": { ""id"":""24397"" }},"
19758;2;1-2 Miles;North America;No;"{""data"": { ""id"":""19758"" }},";"{""data"": { ""id"":""19758"" }},"
15529;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""15529"" }},";"{""data"": { ""id"":""15529"" }},"
19884;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""19884"" }},";"{""data"": { ""id"":""19884"" }},"
18674;0;0-1 Miles;North America;No;"{""data"": { ""id"":""18674"" }},";"{""data"": { ""id"":""18674"" }},"
13453;3;0-1 Miles;North America;Yes;"{""data"": { ""id"":""13453"" }},";"{""data"": { ""id"":""13453"" }},"
14063;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""14063"" }},";"{""data"": { ""id"":""14063"" }},"
27393;2;10+ Miles;North America;No;"{""data"": { ""id"":""27393"" }},";"{""data"": { ""id"":""27393"" }},"
14417;2;10+ Miles;North America;Yes;"{""data"": { ""id"":""14417"" }},";"{""data"": { ""id"":""14417"" }},"
17533;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""17533"" }},";"{""data"": { ""id"":""17533"" }},"
18580;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""18580"" }},";"{""data"": { ""id"":""18580"" }},"
17025;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""17025"" }},";"{""data"": { ""id"":""17025"" }},"
25293;0;1-2 Miles;North America;No;"{""data"": { ""id"":""25293"" }},";"{""data"": { ""id"":""25293"" }},"
24725;0;1-2 Miles;North America;No;"{""data"": { ""id"":""24725"" }},";"{""data"": { ""id"":""24725"" }},"
23200;2;0-1 Miles;North America;No;"{""data"": { ""id"":""23200"" }},";"{""data"": { ""id"":""23200"" }},"
15895;0;10+ Miles;North America;No;"{""data"": { ""id"":""15895"" }},";"{""data"": { ""id"":""15895"" }},"
18577;0;0-1 Miles;North America;No;"{""data"": { ""id"":""18577"" }},";"{""data"": { ""id"":""18577"" }},"
27218;2;0-1 Miles;North America;No;"{""data"": { ""id"":""27218"" }},";"{""data"": { ""id"":""27218"" }},"
18560;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""18560"" }},";"{""data"": { ""id"":""18560"" }},"
25006;1;5-10 Miles;North America;No;"{""data"": { ""id"":""25006"" }},";"{""data"": { ""id"":""25006"" }},"
17369;1;5-10 Miles;North America;No;"{""data"": { ""id"":""17369"" }},";"{""data"": { ""id"":""17369"" }},"
14495;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""14495"" }},";"{""data"": { ""id"":""14495"" }},"
18847;2;5-10 Miles;North America;No;"{""data"": { ""id"":""18847"" }},";"{""data"": { ""id"":""18847"" }},"
14754;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""14754"" }},";"{""data"": { ""id"":""14754"" }},"
23378;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""23378"" }},";"{""data"": { ""id"":""23378"" }},"
26452;2;10+ Miles;North America;No;"{""data"": { ""id"":""26452"" }},";"{""data"": { ""id"":""26452"" }},"
20370;2;5-10 Miles;North America;No;"{""data"": { ""id"":""20370"" }},";"{""data"": { ""id"":""20370"" }},"
20528;2;2-5 Miles;North America;No;"{""data"": { ""id"":""20528"" }},";"{""data"": { ""id"":""20528"" }},"
23549;2;5-10 Miles;North America;No;"{""data"": { ""id"":""23549"" }},";"{""data"": { ""id"":""23549"" }},"
21751;2;1-2 Miles;North America;No;"{""data"": { ""id"":""21751"" }},";"{""data"": { ""id"":""21751"" }},"
21266;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""21266"" }},";"{""data"": { ""id"":""21266"" }},"
13388;1;10+ Miles;North America;No;"{""data"": { ""id"":""13388"" }},";"{""data"": { ""id"":""13388"" }},"
18752;1;5-10 Miles;North America;No;"{""data"": { ""id"":""18752"" }},";"{""data"": { ""id"":""18752"" }},"
16917;4;0-1 Miles;North America;No;"{""data"": { ""id"":""16917"" }},";"{""data"": { ""id"":""16917"" }},"
15313;2;2-5 Miles;North America;No;"{""data"": { ""id"":""15313"" }},";"{""data"": { ""id"":""15313"" }},"
25329;2;0-1 Miles;North America;No;"{""data"": { ""id"":""25329"" }},";"{""data"": { ""id"":""25329"" }},"
20380;2;10+ Miles;North America;No;"{""data"": { ""id"":""20380"" }},";"{""data"": { ""id"":""20380"" }},"
23089;1;5-10 Miles;North America;No;"{""data"": { ""id"":""23089"" }},";"{""data"": { ""id"":""23089"" }},"
13749;0;1-2 Miles;North America;No;"{""data"": { ""id"":""13749"" }},";"{""data"": { ""id"":""13749"" }},"
24943;2;10+ Miles;North America;No;"{""data"": { ""id"":""24943"" }},";"{""data"": { ""id"":""24943"" }},"
28667;1;0-1 Miles;North America;Yes;"{""data"": { ""id"":""28667"" }},";"{""data"": { ""id"":""28667"" }},"
15194;3;0-1 Miles;North America;Yes;"{""data"": { ""id"":""15194"" }},";"{""data"": { ""id"":""15194"" }},"
17436;2;1-2 Miles;North America;No;"{""data"": { ""id"":""17436"" }},";"{""data"": { ""id"":""17436"" }},"
18935;3;1-2 Miles;North America;No;"{""data"": { ""id"":""18935"" }},";"{""data"": { ""id"":""18935"" }},"
16871;1;10+ Miles;North America;Yes;"{""data"": { ""id"":""16871"" }},";"{""data"": { ""id"":""16871"" }},"
12100;0;10+ Miles;North America;No;"{""data"": { ""id"":""12100"" }},";"{""data"": { ""id"":""12100"" }},"
23158;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""23158"" }},";"{""data"": { ""id"":""23158"" }},"
18545;2;10+ Miles;North America;Yes;"{""data"": { ""id"":""18545"" }},";"{""data"": { ""id"":""18545"" }},"
18391;2;5-10 Miles;North America;No;"{""data"": { ""id"":""18391"" }},";"{""data"": { ""id"":""18391"" }},"
19812;0;5-10 Miles;North America;Yes;"{""data"": { ""id"":""19812"" }},";"{""data"": { ""id"":""19812"" }},"
27660;2;5-10 Miles;North America;No;"{""data"": { ""id"":""27660"" }},";"{""data"": { ""id"":""27660"" }},"
18058;2;2-5 Miles;North America;No;"{""data"": { ""id"":""18058"" }},";"{""data"": { ""id"":""18058"" }},"
20343;1;1-2 Miles;North America;No;"{""data"": { ""id"":""20343"" }},";"{""data"": { ""id"":""20343"" }},"
28997;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""28997"" }},";"{""data"": { ""id"":""28997"" }},"
24398;4;0-1 Miles;North America;No;"{""data"": { ""id"":""24398"" }},";"{""data"": { ""id"":""24398"" }},"
19002;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""19002"" }},";"{""data"": { ""id"":""19002"" }},"
28609;2;0-1 Miles;North America;No;"{""data"": { ""id"":""28609"" }},";"{""data"": { ""id"":""28609"" }},"
29231;2;0-1 Miles;North America;No;"{""data"": { ""id"":""29231"" }},";"{""data"": { ""id"":""29231"" }},"
18858;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""18858"" }},";"{""data"": { ""id"":""18858"" }},"
20000;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""20000"" }},";"{""data"": { ""id"":""20000"" }},"
25261;2;5-10 Miles;North America;No;"{""data"": { ""id"":""25261"" }},";"{""data"": { ""id"":""25261"" }},"
17458;0;5-10 Miles;North America;Yes;"{""data"": { ""id"":""17458"" }},";"{""data"": { ""id"":""17458"" }},"
11644;0;2-5 Miles;North America;No;"{""data"": { ""id"":""11644"" }},";"{""data"": { ""id"":""11644"" }},"
16145;3;10+ Miles;North America;Yes;"{""data"": { ""id"":""16145"" }},";"{""data"": { ""id"":""16145"" }},"
16890;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""16890"" }},";"{""data"": { ""id"":""16890"" }},"
25983;1;0-1 Miles;North America;No;"{""data"": { ""id"":""25983"" }},";"{""data"": { ""id"":""25983"" }},"
14633;1;2-5 Miles;North America;No;"{""data"": { ""id"":""14633"" }},";"{""data"": { ""id"":""14633"" }},"
22994;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""22994"" }},";"{""data"": { ""id"":""22994"" }},"
22983;2;5-10 Miles;North America;No;"{""data"": { ""id"":""22983"" }},";"{""data"": { ""id"":""22983"" }},"
25184;4;5-10 Miles;North America;Yes;"{""data"": { ""id"":""25184"" }},";"{""data"": { ""id"":""25184"" }},"
14469;4;1-2 Miles;North America;No;"{""data"": { ""id"":""14469"" }},";"{""data"": { ""id"":""14469"" }},"
11538;0;0-1 Miles;North America;Yes;"{""data"": { ""id"":""11538"" }},";"{""data"": { ""id"":""11538"" }},"
16245;0;1-2 Miles;North America;No;"{""data"": { ""id"":""16245"" }},";"{""data"": { ""id"":""16245"" }},"
17858;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""17858"" }},";"{""data"": { ""id"":""17858"" }},"
25347;2;0-1 Miles;North America;No;"{""data"": { ""id"":""25347"" }},";"{""data"": { ""id"":""25347"" }},"
15814;1;5-10 Miles;North America;No;"{""data"": { ""id"":""15814"" }},";"{""data"": { ""id"":""15814"" }},"
11259;4;2-5 Miles;North America;Yes;"{""data"": { ""id"":""11259"" }},";"{""data"": { ""id"":""11259"" }},"
11200;1;1-2 Miles;North America;No;"{""data"": { ""id"":""11200"" }},";"{""data"": { ""id"":""11200"" }},"
25101;1;2-5 Miles;North America;No;"{""data"": { ""id"":""25101"" }},";"{""data"": { ""id"":""25101"" }},"
21801;1;1-2 Miles;North America;No;"{""data"": { ""id"":""21801"" }},";"{""data"": { ""id"":""21801"" }},"
25943;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""25943"" }},";"{""data"": { ""id"":""25943"" }},"
22127;2;1-2 Miles;North America;No;"{""data"": { ""id"":""22127"" }},";"{""data"": { ""id"":""22127"" }},"
20414;2;5-10 Miles;North America;No;"{""data"": { ""id"":""20414"" }},";"{""data"": { ""id"":""20414"" }},"
23672;2;1-2 Miles;North America;No;"{""data"": { ""id"":""23672"" }},";"{""data"": { ""id"":""23672"" }},"
29255;1;1-2 Miles;North America;Yes;"{""data"": { ""id"":""29255"" }},";"{""data"": { ""id"":""29255"" }},"
28815;0;0-1 Miles;North America;No;"{""data"": { ""id"":""28815"" }},";"{""data"": { ""id"":""28815"" }},"
27753;2;1-2 Miles;North America;No;"{""data"": { ""id"":""27753"" }},";"{""data"": { ""id"":""27753"" }},"
27643;3;2-5 Miles;North America;No;"{""data"": { ""id"":""27643"" }},";"{""data"": { ""id"":""27643"" }},"
13754;0;1-2 Miles;North America;No;"{""data"": { ""id"":""13754"" }},";"{""data"": { ""id"":""13754"" }},"
22088;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""22088"" }},";"{""data"": { ""id"":""22088"" }},"
27388;2;1-2 Miles;North America;No;"{""data"": { ""id"":""27388"" }},";"{""data"": { ""id"":""27388"" }},"
24745;2;0-1 Miles;North America;No;"{""data"": { ""id"":""24745"" }},";"{""data"": { ""id"":""24745"" }},"
29237;3;5-10 Miles;North America;Yes;"{""data"": { ""id"":""29237"" }},";"{""data"": { ""id"":""29237"" }},"
15272;2;1-2 Miles;North America;No;"{""data"": { ""id"":""15272"" }},";"{""data"": { ""id"":""15272"" }},"
18949;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""18949"" }},";"{""data"": { ""id"":""18949"" }},"
14507;3;1-2 Miles;North America;No;"{""data"": { ""id"":""14507"" }},";"{""data"": { ""id"":""14507"" }},"
25886;2;2-5 Miles;North America;Yes;"{""data"": { ""id"":""25886"" }},";"{""data"": { ""id"":""25886"" }},"
21441;2;10+ Miles;North America;No;"{""data"": { ""id"":""21441"" }},";"{""data"": { ""id"":""21441"" }},"
21741;2;5-10 Miles;North America;Yes;"{""data"": { ""id"":""21741"" }},";"{""data"": { ""id"":""21741"" }},"
14572;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""14572"" }},";"{""data"": { ""id"":""14572"" }},"
23368;3;10+ Miles;North America;No;"{""data"": { ""id"":""23368"" }},";"{""data"": { ""id"":""23368"" }},"
16217;0;0-1 Miles;North America;No;"{""data"": { ""id"":""16217"" }},";"{""data"": { ""id"":""16217"" }},"
16247;0;1-2 Miles;North America;No;"{""data"": { ""id"":""16247"" }},";"{""data"": { ""id"":""16247"" }},"
22010;2;5-10 Miles;North America;No;"{""data"": { ""id"":""22010"" }},";"{""data"": { ""id"":""22010"" }},"
25872;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""25872"" }},";"{""data"": { ""id"":""25872"" }},"
19164;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""19164"" }},";"{""data"": { ""id"":""19164"" }},"
18435;2;10+ Miles;North America;Yes;"{""data"": { ""id"":""18435"" }},";"{""data"": { ""id"":""18435"" }},"
14284;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""14284"" }},";"{""data"": { ""id"":""14284"" }},"
11287;3;5-10 Miles;North America;No;"{""data"": { ""id"":""11287"" }},";"{""data"": { ""id"":""11287"" }},"
13066;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""13066"" }},";"{""data"": { ""id"":""13066"" }},"
29106;2;1-2 Miles;North America;Yes;"{""data"": { ""id"":""29106"" }},";"{""data"": { ""id"":""29106"" }},"
26236;1;0-1 Miles;North America;No;"{""data"": { ""id"":""26236"" }},";"{""data"": { ""id"":""26236"" }},"
17531;2;5-10 Miles;North America;No;"{""data"": { ""id"":""17531"" }},";"{""data"": { ""id"":""17531"" }},"
12964;1;0-1 Miles;North America;No;"{""data"": { ""id"":""12964"" }},";"{""data"": { ""id"":""12964"" }},"
19133;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""19133"" }},";"{""data"": { ""id"":""19133"" }},"
24643;2;10+ Miles;North America;No;"{""data"": { ""id"":""24643"" }},";"{""data"": { ""id"":""24643"" }},"
21599;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""21599"" }},";"{""data"": { ""id"":""21599"" }},"
22976;2;0-1 Miles;North America;Yes;"{""data"": { ""id"":""22976"" }},";"{""data"": { ""id"":""22976"" }},"
27637;3;1-2 Miles;North America;No;"{""data"": { ""id"":""27637"" }},";"{""data"": { ""id"":""27637"" }},"
11890;1;0-1 Miles;North America;No;"{""data"": { ""id"":""11890"" }},";"{""data"": { ""id"":""11890"" }},"
28580;0;1-2 Miles;North America;Yes;"{""data"": { ""id"":""28580"" }},";"{""data"": { ""id"":""28580"" }},"
14443;4;0-1 Miles;North America;No;"{""data"": { ""id"":""14443"" }},";"{""data"": { ""id"":""14443"" }},"
17864;1;2-5 Miles;North America;Yes;"{""data"": { ""id"":""17864"" }},";"{""data"": { ""id"":""17864"" }},"
20505;2;10+ Miles;North America;No;"{""data"": { ""id"":""20505"" }},";"{""data"": { ""id"":""20505"" }},"
14592;0;0-1 Miles;North America;No;"{""data"": { ""id"":""14592"" }},";"{""data"": { ""id"":""14592"" }},"
22227;2;5-10 Miles;North America;No;"{""data"": { ""id"":""22227"" }},";"{""data"": { ""id"":""22227"" }},"
21471;1;10+ Miles;North America;No;"{""data"": { ""id"":""21471"" }},";"{""data"": { ""id"":""21471"" }},"
22252;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""22252"" }},";"{""data"": { ""id"":""22252"" }},"
21260;2;5-10 Miles;North America;No;"{""data"": { ""id"":""21260"" }},";"{""data"": { ""id"":""21260"" }},"
11817;0;2-5 Miles;North America;Yes;"{""data"": { ""id"":""11817"" }},";"{""data"": { ""id"":""11817"" }},"
19223;2;1-2 Miles;North America;No;"{""data"": { ""id"":""19223"" }},";"{""data"": { ""id"":""19223"" }},"
18517;4;0-1 Miles;North America;No;"{""data"": { ""id"":""18517"" }},";"{""data"": { ""id"":""18517"" }},"
21717;1;0-1 Miles;North America;No;"{""data"": { ""id"":""21717"" }},";"{""data"": { ""id"":""21717"" }},"
13760;0;0-1 Miles;North America;No;"{""data"": { ""id"":""13760"" }},";"{""data"": { ""id"":""13760"" }},"
18145;2;2-5 Miles;Europe;No;"{""data"": { ""id"":""18145"" }},";"{""data"": { ""id"":""18145"" }},"
21770;2;10+ Miles;North America;No;"{""data"": { ""id"":""21770"" }},";"{""data"": { ""id"":""21770"" }},"
11165;1;1-2 Miles;North America;No;"{""data"": { ""id"":""11165"" }},";"{""data"": { ""id"":""11165"" }},"
16377;0;0-1 Miles;North America;No;"{""data"": { ""id"":""16377"" }},";"{""data"": { ""id"":""16377"" }},"
26248;2;0-1 Miles;North America;No;"{""data"": { ""id"":""26248"" }},";"{""data"": { ""id"":""26248"" }},"
23461;3;2-5 Miles;North America;No;"{""data"": { ""id"":""23461"" }},";"{""data"": { ""id"":""23461"" }},"
29133;2;0-1 Miles;North America;No;"{""data"": { ""id"":""29133"" }},";"{""data"": { ""id"":""29133"" }},"
